,question,answer,answer_start,is_impossible,context
142,What are the symptoms of COVID-19?,,,TRUE,"The UK government has released the scientific advice it has received on covid-19, and independent experts aren't impressed, reports Jessica Hamzelou"
143,What symptoms were rare for COVID-19?,"dizziness, hemoptysis, abdominal pain and conjunctival congestion/conjunctivitis",610,FALSE,"Objective: To compare the difference between severe and non-severe COVID-19 pneumonia and figure out the potential symptoms lead to severity. Methods: Articles from PubMed, Embase, Cochrane database, and google up-to 24 February 2020 were systematically reviewed. Eighteen Literatures were identified with cases of COVID-19 pneumonia. The extracted data includes clinical symptoms, age, gender, sample size and region et al were systematic reviewed and meta analyzed. Results: 14 eligible studies including 1,424 patients were analyzed. Symptoms like fever (89.2%), cough (67.2%), fatigue (43.6%) were common, dizziness, hemoptysis, abdominal pain and conjunctival congestion/conjunctivitis were rare. Polypnea/dyspnea in severe patients were significantly higher than non-severe (42.7% vs.16.3%, P<0.0001). Fever and diarrhea were higher in severe patients(p=0.0374and0.0267). Further meta-analysis showed incidence of fever(OR1.70,95%CI 1.01-2.87), polypnea/dyspnea(OR3.53, 95%CI 1.95-6.38) and diarrhea(OR1.80,95%CI 1.06-3.03) was higher in severe patients, which meant the severe risk of patients with fever, polypnea/dyspnea, diarrhea were 1.70, 3.53, 1.80 times higher than those with no corresponding symptoms. Conclusions: Fever, cough and fatigue are common symptoms in COVID-19 pneumonia. Compared with non-severe patients, the symptoms as fever, polypnea/dyspnea and diarrhea are potential symptoms lead to severity."
144,"As an academic journal, what we will continue to do?",quickly and transparently share data with frontline healthcare workers who need to know the epidemiological and clinical features of COVID-19,830,FALSE,"Rapidly sharing scientific information is an effective way to reduce public panic about COVID-19, and doing so is the key to providing real-time guidance to epidemiologists working to contain the outbreak, clinicians managing patients, and modelers helping to understand future developments and the possible effectiveness of various interventions. This issue has rapidly reviewed and published articles describing COVID-19, including the drug treatment options for SARS-CoV-2, its clinical characteristics, and therapies involving a combination of Chinese and Western medicine, the efficacy of chloroquine phosphate in the treatment of COVID-19 associated pneumonia according to clinical studies, and reflections on the system of reserve medical supplies for public health emergencies. As an academic journal, we will continue to quickly and transparently share data with frontline healthcare workers who need to know the epidemiological and clinical features of COVID-19."
145,What should not be considered a hallmark of COVID-19 in children?,Fever and respiratory symptoms,1748,FALSE,"Context: The coronavirus disease 2019 (COVID-19) outbreak is an unprecedented global public health challenge, leading to thousands of deaths every day worldwide. Despite the epidemiological importance, clinical patterns of children with COVID-19 remain unclear. Objective: To describe the clinical, laboratorial and radiological characteristics of children with COVID-19. Data Sources: The Medline database was searched between December 1st 2019 and March 30th 2020. Study Selection: Inclusion criteria were: (1) studied patients younger than 18 years old; (2) presented original data from cases of COVID-19 confirmed by reverse-transcription polymerase chain reaction; and (3) contained descriptions of clinical manifestations, laboratory tests or radiological examinations. Data Extraction: Number of cases, gender, age, clinical manifestations, laboratory tests, radiological examinations and outcomes. Results: A total of 34 studies (1,118 cases) were included. From all the cases, 1,111 had their severity classified: 14.3% were asymptomatic, 36.4% were mild, 46.0% were moderate, 2.2% were severe and 1.2% were critical. The most prevalent symptom was fever (16.3%), followed by cough (14.4%), nasal symptoms (3.6%), diarrhea (2.7%) and nausea/vomiting (2.5%). One hundred forty-five (12.9%) children were diagnosed with pneumonia and 43 (3.8%) upper airway infections were reported. Reduced lymphocyte count were reported in 13.1% of cases. Abnormalities on computed tomography was reported in 62.7% of cases. The most prevalent abnormalities reported were ground glass opacities, patchy shadows and consolidations. Only one death was reported. Conclusions: Clinical manifestations of children with COVID-19 differ widely from adults cases. Fever and respiratory symptoms should not be considered a hallmark of COVID-19 in children."
146,What are the measures to reduce transmission of the disease?,"masks, hand hygiene practices, avoidance of public contact, case detection, contact tracing, and quarantines",1652,FALSE,"BACKGROUND: The coronavirus disease (COVID-19) has been identified as the cause of an outbreak of respiratory illness in Wuhan, Hubei Province, China beginning in December 2019. As of 31 January 2020, this epidemic had spread to 19 countries with 11 791 confirmed cases, including 213 deaths. The World Health Organization has declared it a Public Health Emergency of International Concern. METHODS: A scoping review was conducted following the methodological framework suggested by Arksey and O‚ÄôMalley. In this scoping review, 65 research articles published before 31 January 2020 were analyzed and discussed to better understand the epidemiology, causes, clinical diagnosis, prevention and control of this virus. The research domains, dates of publication, journal language, authors‚Äô affiliations, and methodological characteristics were included in the analysis. All the findings and statements in this review regarding the outbreak are based on published information as listed in the references. RESULTS: Most of the publications were written using the English language (89.2%). The largest proportion of published articles were related to causes (38.5%) and a majority (67.7%) were published by Chinese scholars. Research articles initially focused on causes, but over time there was an increase of the articles related to prevention and control. Studies thus far have shown that the virus‚Äô origination is in connection to a seafood market in Wuhan, but specific animal associations have not been confirmed. Reported symptoms include fever, cough, fatigue, pneumonia, headache, diarrhea, hemoptysis, and dyspnea. Preventive measures such as masks, hand hygiene practices, avoidance of public contact, case detection, contact tracing, and quarantines have been discussed as ways to reduce transmission. To date, no specific antiviral treatment has proven effective; hence, infected people primarily rely on symptomatic treatment and supportive care. CONCLUSIONS: There has been a rapid surge in research in response to the outbreak of COVID-19. During this early period, published research primarily explored the epidemiology, causes, clinical manifestation and diagnosis, as well as prevention and control of the novel coronavirus. Although these studies are relevant to control the current public emergency, more high-quality research is needed to provide valid and reliable ways to manage this kind of public health emergency in both the short- and long-term."
147,What demonstrates a high sensitivity in COVID-19 patients,Chest CT,125,FALSE,"A few reports have been published recently highlighting the role of chest computed tomography (CT) in diagnosis of COVID-19. Chest CT demonstrates a high sensitivity in patients with COVID-19. The CT imaging findings in COVID-19 are similar to features of other viral pneumonias and familiar to imagers.The speed of acquisition of CT and timely reporting by radiologists will help our ED colleagues to make a diagnosis of COVID-19 within minutes, not hours or days. Nevertheless, this outbreak raises important clinical questions relevant to radiological community."
148,What is the R0 in the results?,"2.86 [95%CI of 2.73, 2.97]",719,FALSE,"Background: Incidence in children was much less than in adults during the COVID-19 outbreak. Sports and entertainment events were canceled (VEC) in Japan for two weeks during 26 February ‚13 March. Most schools were closed (SC). Object: We construct a susceptible‚ infected ‚recovered model using three age classes and estimate the basic reproduction number (R0) and protection level among children simultaneously. Then we simulate SC and VEC effects. Method: We used data of patients with symptoms in Japan during 14 January to assess SC and VEC introduction. Effects of SC and VEC were incorporated into the model through change in the contact pattern or frequencies among age classes. Results: Results suggest R0 as 2.86 [95%CI of 2.73, 2.97]. The protection level was estimated as 0.4 [0.2, 0.7]. "
149,How many suspected cases would be without the establishment of Huo-Yan_,33700,868,FALSE,"Background: China adopted an unprecedented province-scale quarantine since January 23rd 2020, after the novel coronavirus (COVID-19) broke out in Wuhan in December 2019. Responding to the challenge of limited testing capacity, large-scale standardized and fully-automated laboratory (Huo-Yan) was built as an ad-hoc measure. There was so far no empirical data or mathematical model to reveal the impact of the testing capacity improvement since the quarantine. Methods: We integrated public data released by the Health Commission of Hubei Province and Huo-Yan Laboratory testing data into a novel differential model with non-linear transfer coefficients and competitive compartments, to evaluate the trends of suspected cases under different nucleic acid testing capacities. Results: Without the establishment of Huo-Yan, the suspected cases would increased by 47% to 33700, the corresponding cost of the quarantine would be doubled, and the turning point of the increment of suspected cases and the achievement of ""daily settlement"" (all daily new discovered suspected cases were diagnosed according to the nucleic acid testing results) would be delayed for a whole week and 11 days. If the Huo-Yan Laboratory could ran at its full capacity, the number of suspected cases could started to decrease at least a week earlier, the peak of suspected cases would be reduced by at least 44% and the quarantine cost could be reduced by more than 72%. Ideally, if a daily testing capacity of 10500 could achieved immediately after the Hubei lockdown, ""daily settlement"" for all suspected cases would be achieved immediately. Conclusions: Large-scale and standardized clinical testing platform with nucleic acid testing, high-throughput sequencing and immunoprotein assessment capabilities need to be implemented simultaneously in order to maximize the effect of quarantine and minimize the duration and cost. Such infrastructure like Huo-Yan, is of great significance for the early prevention and control of infectious diseases for both common times and emergencies."
150,When did China adopted a province-scale quarantine?,January 23rd 2020,75,FALSE,"Background: China adopted an unprecedented province-scale quarantine since January 23rd 2020, after the novel coronavirus (COVID-19) broke out in Wuhan in December 2019. Responding to the challenge of limited testing capacity, large-scale standardized and fully-automated laboratory (Huo-Yan) was built as an ad-hoc measure. There was so far no empirical data or mathematical model to reveal the impact of the testing capacity improvement since the quarantine. Methods: We integrated public data released by the Health Commission of Hubei Province and Huo-Yan Laboratory testing data into a novel differential model with non-linear transfer coefficients and competitive compartments, to evaluate the trends of suspected cases under different nucleic acid testing capacities. Results: Without the establishment of Huo-Yan, the suspected cases would increased by 47% to 33700, the corresponding cost of the quarantine would be doubled, and the turning point of the increment of suspected cases and the achievement of ""daily settlement"" (all daily new discovered suspected cases were diagnosed according to the nucleic acid testing results) would be delayed for a whole week and 11 days. If the Huo-Yan Laboratory could ran at its full capacity, the number of suspected cases could started to decrease at least a week earlier, the peak of suspected cases would be reduced by at least 44% and the quarantine cost could be reduced by more than 72%. Ideally, if a daily testing capacity of 10500 could achieved immediately after the Hubei lockdown, ""daily settlement"" for all suspected cases would be achieved immediately. Conclusions: Large-scale and standardized clinical testing platform with nucleic acid testing, high-throughput sequencing and immunoprotein assessment capabilities need to be implemented simultaneously in order to maximize the effect of quarantine and minimize the duration and cost. Such infrastructure like Huo-Yan, is of great significance for the early prevention and control of infectious diseases for both common times and emergencies."
151,Which acutely vulnerable group of people was left out in addressing the coronavirus outbreak risks?,the homeless,230,FALSE,"Abstract Background Homeless experts and some federal housing officials are sounding the alarm that the patchwork of government efforts to address the coronavirus outbreak risks leaving out one group of acutely vulnerable people: the homeless. In terms of isolation, it is too unclear what that looks like if you normally sleep on the streets. In this tough moment, when people should be turned away, not only it feels inhumane, but it is also a big public health risk, because where are they going to go? Method The studies were identified using large-sized newspapers with international circulation Results With more cities suspecting community transmission of the novel coronavirus, people who sleep in shelters or hunker down outside already have a lower life expectancy and often have underlying health conditions that put them at greater risk if they develop COVID-19 (Global News, 2020). These people face lack of sleep, malnutrition, and ‚extreme stress levels just to meet their daily needs, all of which weakens the immune system. Along with mental illness or substance abuse disorders, they are ‚incredibly vulnerable to this virus. Conclusions Health organizations are well aware of the risks involved in mental health. A large population of homeless people experience their pain and psychological distress intermittently. For low-income patients, the various borderline situations related to health/illness involve growing expectations regarding the basic needs. This is a serious concern when linked to the pandemic."
152,"What  measurement is essential to monitor, and delay the spread of SARS-CoV-2 to mitigate the consequences of the pandemic?",Rapid testing of a large number of subjects,66,FALSE,"Overcoming the COVID-19 crisis requires new ideas and strategies. Rapid testing of a large number of subjects is essential to monitor, and delay the spread of SARS-CoV-2 to mitigate the consequences of the pandemic. People not knowing that they are infected may not stay in quarantine and, thus, are a risk for infecting others. Unfortunately, the massive number of COVID-19 tests performed is challenging for both laboratories and the units that take the throat swab and have to communicate test results. Here, we present a secure tracking system (CTest) to report COVID-19 test results online as soon as they become available. The system can be integrated into the clinical workflow with very modest effort and avoids excessive load to telephone hotlines. With this open-source and browser-based online tracking system, we aim to minimize the time required to inform the tested person but also the test units, e.g. hospitals or the public healthcare system. Instead of personal calls, CTest updates the status of the test automatically when the test results are available. Test reports are published on a secured web-page enabling regular status checks also by patients not using smartphones with dedicated mobile apps which has some importance as smartphone usage diminishes with age. The source code, as well as further information to integrate CTest into the IT environment of other clinics or test-centres, are freely available from https://github.com/sysbio-bioinf/CTest under the Eclipse Public License v2.0 (EPL2)."
153,How do temperatures correlate with the number of daily confirmed cases?,negative correlations,1053,FALSE,"Identified in December 2019, the 2019-nCoV emerged in Wuhan, China, and its spread increased rapidly, with cases arising across Mainland China and several other countries. By January 2020, the potential risks imposed by 2019-nCoV in human health and economical activity were promptly highlighted. Considerable efforts have been devoted for understanding the transmission mechanisms aimed to pursue public policies oriented to mitigate the number of infected and deaths. An important question requiring some attention is the role of meteorological variables (e.g., temperature and humidity) in the 2019-nCoV transmission. Correlations between meteorological temperature and relative humidity with the number of daily confirmed cases were explored in this work for the epicenter city of Wuhan, China for the period from 29 January to March 6, 2020. Long-term trend of temperature and relative humidity was obtained with a 14-days adjacent-averaging filter, and lagged correlations of the number of daily confirmed cases were explored. The analysis showed negative correlations between temperatures with the number of daily confirmed cases. Maximum correlations were found for 6-day lagged temperatures, which is likely reflecting the incubation period of the virus. It was postulated that the indoor crowding effect is responsible of the high incidence of 2019-nCoV cases, where low absolute humidity and close human contact facilitate the transport of aerosol droplets."
154,What is the cause of the high incidence of 2019-nCoV cases?,indoor crowding effect,1291,FALSE,"Identified in December 2019, the 2019-nCoV emerged in Wuhan, China, and its spread increased rapidly, with cases arising across Mainland China and several other countries. By January 2020, the potential risks imposed by 2019-nCoV in human health and economical activity were promptly highlighted. Considerable efforts have been devoted for understanding the transmission mechanisms aimed to pursue public policies oriented to mitigate the number of infected and deaths. An important question requiring some attention is the role of meteorological variables (e.g., temperature and humidity) in the 2019-nCoV transmission. Correlations between meteorological temperature and relative humidity with the number of daily confirmed cases were explored in this work for the epicenter city of Wuhan, China for the period from 29 January to March 6, 2020. Long-term trend of temperature and relative humidity was obtained with a 14-days adjacent-averaging filter, and lagged correlations of the number of daily confirmed cases were explored. The analysis showed negative correlations between temperatures with the number of daily confirmed cases. Maximum correlations were found for 6-day lagged temperatures, which is likely reflecting the incubation period of the virus. It was postulated that the indoor crowding effect is responsible of the high incidence of 2019-nCoV cases, where low absolute humidity and close human contact facilitate the transport of aerosol droplets."
155,Who are the majority of patients with laboratory-confirmed 2019-nCoV infection or suspected infection?,female,1163,FALSE,"Objectives The aim of the present study was to prevent cross-infection in the operating room during emergency procedures for patients with confirmed or suspected 2019 novel coronavirus (2019-nCoV) by following anesthesia management protocols, and to document clinical- and anesthesia-related characteristics of these patients. Design This was a retrospective, multicenter clinical study. Setting This study used a multicenter dataset from 4 hospitals in Wuhan, China. Participants Patients and health care providers with confirmed or suspected 2019-nCoV from January 23 to 31, 2020, at the Wuhan Union Hospital, the Wuhan Children's Hospital, The Central Hospital of Wuhan, and the Wuhan Fourth Hospital in Wuhan, China. Interventions Anesthetic management and infection control guidelines for emergency procedures for patients with suspected 2019-nCoV were drafted and applied in 4 hospitals in Wuhan. Measurements and Main Results Cross-infection in the operating rooms of the 4 hospitals was effectively reduced by implementing the new measures and procedures. The majority of patients with laboratory-confirmed 2019-nCoV infection or suspected infection were female (23 [62%] of 37), and the mean age was 41.0 years old (standard deviation 19.6; range 4-78). 10 (27%) patients had chronic medical illnesses, including 4 (11%) with diabetes, 8 (22%) with hypertension, and 8 (22%) with digestive system disease. Twenty-five (68%) patients presented with lymphopenia, and 23 (62%) patients exhibited multiple mottling and ground-glass opacity on computed tomography scanning. Conclusions The present study indicates that COVID 19‚Äìspecific guidelines for emergency procedures for patients with confirmed or suspected 2019-nCoV may effectively prevent cross-infection in the operating room. Most patients with confirmed or suspected COVID 19 presented with fever and dry cough and demonstrated bilateral multiple mottling and ground-glass opacity on chest computed tomography scans."
156,What is the mean age of patients?,41,1209,FALSE,"Objectives The aim of the present study was to prevent cross-infection in the operating room during emergency procedures for patients with confirmed or suspected 2019 novel coronavirus (2019-nCoV) by following anesthesia management protocols, and to document clinical- and anesthesia-related characteristics of these patients. Design This was a retrospective, multicenter clinical study. Setting This study used a multicenter dataset from 4 hospitals in Wuhan, China. Participants Patients and health care providers with confirmed or suspected 2019-nCoV from January 23 to 31, 2020, at the Wuhan Union Hospital, the Wuhan Children's Hospital, The Central Hospital of Wuhan, and the Wuhan Fourth Hospital in Wuhan, China. Interventions Anesthetic management and infection control guidelines for emergency procedures for patients with suspected 2019-nCoV were drafted and applied in 4 hospitals in Wuhan. Measurements and Main Results Cross-infection in the operating rooms of the 4 hospitals was effectively reduced by implementing the new measures and procedures. The majority of patients with laboratory-confirmed 2019-nCoV infection or suspected infection were female (23 [62%] of 37), and the mean age was 41.0 years old (standard deviation 19.6; range 4-78). 10 (27%) patients had chronic medical illnesses, including 4 (11%) with diabetes, 8 (22%) with hypertension, and 8 (22%) with digestive system disease. Twenty-five (68%) patients presented with lymphopenia, and 23 (62%) patients exhibited multiple mottling and ground-glass opacity on computed tomography scanning. Conclusions The present study indicates that COVID 19‚Äìspecific guidelines for emergency procedures for patients with confirmed or suspected 2019-nCoV may effectively prevent cross-infection in the operating room. Most patients with confirmed or suspected COVID 19 presented with fever and dry cough and demonstrated bilateral multiple mottling and ground-glass opacity on chest computed tomography scans."
157,What factors contribute to the relatively low CFRs?,"the early implementation of public health interventions including widespread testing, social distancing, and delayed school openings in Korea",1043,FALSE,"Background: In Korea, a total of 8,799 confirmed cases of COVID-19 including 102 deaths have been recorded as of Mar 21, 2020. The time-delay adjusted case fatality risk of COVID-19 in Korea is yet to be estimated. Methods: We obtained the daily series of confirmed cases and deaths in Korea reported prior to March 21,2020. Using statistical methods, we estimated the time-delay adjusted risk for death from COVID-19 in the city of Daegu, Gyeongsangbuk-do, other regions in Korea, as well as for the entire country. Results: Our model-based crude CFR fitted the observed data well throughout the course of the epidemic except for the very early stage in Gyeongsangbuk-do, partially due to the reporting delay. Our estimates of the risk for death in Gyeongsangbuk-do reached 2.4% (95% CrI: 1.6-3.4%), 1.3% (95% CrI: 1.0-1.6%) in Daegu and 0.7% (95% CrI: 0.3-1.4%) in other regions, whereas the national estimate of the risk for death was estimated at 1.4% (95% CrI: 1.2-1.7%) in Korea. Conclusions: The relatively low CFRs are associated with the early implementation of public health interventions including widespread testing, social distancing, and delayed school openings in Korea. Geographic differences in CFR are likely influenced by clusters of nosocomial transmission."
158,What specialty societies have issued recommendations to consider canceling elective surgeries?,"the US surgeon general, Centers for Disease Control and Prevention, and several specialty societies",96,FALSE,"Background: As the number of suspected and confirmed COVID19 cases in the US continues to rise, the US surgeon general, Centers for Disease Control and Prevention, and several specialty societies have issued recommendations to consider canceling elective surgeries. However, these recommendations have also faced controversy and opposition. Objective: The goal of this study is to provide a quantitative analysis and model for preventable COVID19 infections from elective outpatient or ambulatory surgery cases, which can also be adapted to analyze COVID19 transmission in other healthcare settings. Furthermore, given the controversy over the appropriate handling of elective surgical cases during this pandemic, we hope that our results may have a positive impact on health policy and public health. Methods: Using previously published information on elective ambulatory or outpatient surgical procedures and publicly available data on COVID19 infections in the US and on the Diamond Princess cruise ship, we calculated a transmission rate and generated a mathematical model to predict a lower bound for the number of healthcare-acquired COVID19 infections that could be prevented by canceling or postponing elective outpatient surgeries in Washington state. Results: Our model predicts that over the course of 30 days, at least 2445 preventable patient infections and at least 1557 preventable healthcare worker (HCW) infections would occur in WA state alone if elective outpatient procedures were to continue as usual. The majority of these infections are caused by transmission from HCW who became infected at work. Conclusion: Given the large numbers of COVID19 infections that could be prevented by canceling elective outpatient surgeries, our findings support the recommendations of the US Surgeon General, CDC, American College of Surgeons (ACS), American Society of Anesthesiologists (ASA), and Anesthesia Patient Safety Foundation (APSF) to consider rescheduling or postponing elective surgeries until the COVID19 pandemic is under better control in the US."
159,What did WHO interim guidelines recommend offering to eligible patients with acute respiratory distress syndrome (ARDS) related to COVID-19?,extracorporeal membrane oxygenation (ECMO),50,FALSE,"Summary WHO interim guidelines recommend offering extracorporeal membrane oxygenation (ECMO) to eligible patients with acute respiratory distress syndrome (ARDS) related to coronavirus disease 2019 (COVID-19). The number of patients with COVID-19 infection who might develop severe ARDS that is refractory to maximal medical management and require this level of support is currently unknown. Available evidence from similar patient populations suggests that carefully selected patients with severe ARDS who do not benefit from conventional treatment might be successfully supported with venovenous ECMO. The need for ECMO is relatively low and its use is mostly restricted to specialised centres globally. Providing complex therapies such as ECMO during outbreaks of emerging infectious diseases has unique challenges. Careful planning, judicious resource allocation, and training of personnel to provide complex therapeutic interventions while adhering to strict infection control measures are all crucial components of an ECMO action plan. ECMO can be initiated in specialist centres, or patients can receive ECMO during transportation from a centre that is not specialised for this procedure to an expert ECMO centre. Ensuring that systems enable safe and coordinated movement of critically ill patients, staff, and equipment is important to improve ECMO access. ECMO preparedness for the COVID-19 pandemic is important in view of the high transmission rate of the virus and respiratory-related mortality."
160,What kind of people did the CDC initially limited access to testing to?,a narrow group of individuals with known exposure,461,FALSE,"Controversies over diagnostic testing have dominated US headlines about severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the novel coronavirus responsible for coronavirus disease 2019 (COVID-19). Technical challenges with the first test developed by the Centers for Disease Control and Prevention (CDC) left the nation with minimal diagnostic capacity during the first few weeks of the epidemic. The CDC also initially limited access to testing to a narrow group of individuals with known exposure. The delayed discovery of a case of COVID-19 in California, followed quickly by evidence of community transmission in multiple states, revealed the shortcomings of this strategy."
161,What tests might not be available in an emergency setting?,microbiological tests such as real-time polymerase chain reaction (RT-PCR) or sequencing,60,FALSE,"The standard of reference for confirming COVID-19 relies on microbiological tests such as real-time polymerase chain reaction (RT-PCR) or sequencing. However, these tests might not be available in an emergency setting. Computed tomography (CT) can be used as an important complement for the diagnosis of COVID-19 pneumonia in the current epidemic context. In this review, we present the typical CT features of COVID-19 pneumonia and discuss the main differential diagnosis."
162,What can be used as an important complement for the diagnosis of COVID-19.,Computed tomography (CT),219,FALSE,"The standard of reference for confirming COVID-19 relies on microbiological tests such as real-time polymerase chain reaction (RT-PCR) or sequencing. However, these tests might not be available in an emergency setting. Computed tomography (CT) can be used as an important complement for the diagnosis of COVID-19 pneumonia in the current epidemic context. In this review, we present the typical CT features of COVID-19 pneumonia and discuss the main differential diagnosis."
163,How doew SARS-CoV-2 infect cells according to previous studies?,binding angiotensin-converting enzyme 2 (ACE2),273,FALSE,"The ongoing outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) started in the end of 2019 in China has triggered a global public health crisis. Previous studies have shown that SARS-CoV-2 infects cells by binding angiotensin-converting enzyme 2 (ACE2), which is the same as SARS-CoV. The expression and distribution of ACE2 in the pancreas are unknown. At the same time, the injury of pancreas after SARS-CoV-2 infection has not been concerned. Here, we collected public datasets (bulk RNA-seq and single-cell RNA-seq) to indicate the expression and the distribution of ACE2 in pancreas (in both exocrine glands and islets). And further, clinical data including mild and severe patients with COVID-19 demonstrated there existed mild pancreatitis. In the 67 severe cases, 11 patients (16.41%) showed elevated levels of both amylase and lipase, and 5 patients (7.46%) showed imaging alterations. Only one patient (1.85%) showed elevated levels of both amylase and lipase in 54 mild cases, without imaging changes. Our study revealed the phenomenon and possible cause of mild pancreatic injury in patients with COVID-19. This suggests that pancreatitis after SARS-CoV-2 infection should also be paid attention in clinical work."
164,how many patients showed elevated levels of both amylase and lipase?,11,839,FALSE,"The ongoing outbreak of coronavirus disease 2019 (COVID-19) caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) started in the end of 2019 in China has triggered a global public health crisis. Previous studies have shown that SARS-CoV-2 infects cells by binding angiotensin-converting enzyme 2 (ACE2), which is the same as SARS-CoV. The expression and distribution of ACE2 in the pancreas are unknown. At the same time, the injury of pancreas after SARS-CoV-2 infection has not been concerned. Here, we collected public datasets (bulk RNA-seq and single-cell RNA-seq) to indicate the expression and the distribution of ACE2 in pancreas (in both exocrine glands and islets). And further, clinical data including mild and severe patients with COVID-19 demonstrated there existed mild pancreatitis. In the 67 severe cases, 11 patients (16.41%) showed elevated levels of both amylase and lipase, and 5 patients (7.46%) showed imaging alterations. Only one patient (1.85%) showed elevated levels of both amylase and lipase in 54 mild cases, without imaging changes. Our study revealed the phenomenon and possible cause of mild pancreatic injury in patients with COVID-19. This suggests that pancreatitis after SARS-CoV-2 infection should also be paid attention in clinical work."
165,What virus was linked to preference for cool and dry conditions?,SARS-CoV ,617,FALSE,"As new cases of SARS CoV-2 (aka 2019-nCoV) Coronavirus are confirmed throughout the world and millions of people are being put into quarantine, hit the developing world, such as sub-Saharan Africa, potentially leading to a global human calamity. It is still early days, but using existing data we develop a large ensemble of ecological niche models that project monthly variation in climate suitability of SARS-CoV-2 Coronavirus throughout a typical climatological year. The current spread suggests a degree of climate determination with Coronavirus displaying preference for cool and dry conditions. The predecessor SARS-CoV was linked to similar climate conditions. Should the spread of SARS CoV-2 continue to follow current trends, a worst-case scenario of synchronous global pandemic is improbable. More probable is the emergence of asynchronous seasonal global outbreaks much like other respiratory diseases. People in temperate warm and cold climates are more vulnerable. Those in arid climates follow next in vulnerability, while the disease will likely marginally affect the tropics. Our projections minimize uncertainties related with spread of SARS CoV-2, providing critical information for anticipating the adequate social, economic and political responses."
166,Where did 2019 Novel Coronavirus first reported?,"Wuhan City, Hubei Province, China",137,FALSE,"2019 Novel Coronavirus (2019-nCoV) is an emerging infectious disease closely related to MERS-CoV and SARS-CoV that was first reported in Wuhan City, Hubei Province, China in December 2019. As of January 2020, cases of 2019-nCoV are continuing to be reported in other Eastern Asian countries as well as in the United States, Europe, Australia, and numerous other countries. An unusually high volume of domestic and international travel corresponding to the beginning of the 2020 Chinese New Year complicated initial identification and containment of infected persons. Due to the rapidly rising number of cases and reported deaths, all countries should be considered at risk of imported 2019-nCoV. Therefore, it is essential for prehospital, clinic, and emergency department personnel to be able to rapidly assess 2019-nCoV risk and take immediate actions if indicated. The Identify-Isolate-Inform (3I) Tool, originally conceived for the initial detection and management of Ebola virus and later adjusted for other infectious agents, can be adapted for any emerging infectious disease. This paper reports a modification of the 3I Tool for use in the initial detection and management of patients under investigation for 2019-nCoV. After initial assessment for symptoms and epidemiological risk factors, including travel to affected areas and exposure to confirmed 2019-nCoV patients within 14 days, patients are classified in a risk-stratified system. Upon confirmation of a suspected 2019-nCoV case, affected persons must immediately be placed in airborne infection isolation and the appropriate public health agencies notified. This modified 3I Tool will assist emergency and primary care clinicians, as well as out-of-hospital providers, in effectively managing persons with suspected or confirmed 2019-nCoV."
167,what tool can be adapted for any emerging infectious disease?,The Identify-Isolate-Inform (3I) Tool,868,FALSE,"2019 Novel Coronavirus (2019-nCoV) is an emerging infectious disease closely related to MERS-CoV and SARS-CoV that was first reported in Wuhan City, Hubei Province, China in December 2019. As of January 2020, cases of 2019-nCoV are continuing to be reported in other Eastern Asian countries as well as in the United States, Europe, Australia, and numerous other countries. An unusually high volume of domestic and international travel corresponding to the beginning of the 2020 Chinese New Year complicated initial identification and containment of infected persons. Due to the rapidly rising number of cases and reported deaths, all countries should be considered at risk of imported 2019-nCoV. Therefore, it is essential for prehospital, clinic, and emergency department personnel to be able to rapidly assess 2019-nCoV risk and take immediate actions if indicated. The Identify-Isolate-Inform (3I) Tool, originally conceived for the initial detection and management of Ebola virus and later adjusted for other infectious agents, can be adapted for any emerging infectious disease. This paper reports a modification of the 3I Tool for use in the initial detection and management of patients under investigation for 2019-nCoV. After initial assessment for symptoms and epidemiological risk factors, including travel to affected areas and exposure to confirmed 2019-nCoV patients within 14 days, patients are classified in a risk-stratified system. Upon confirmation of a suspected 2019-nCoV case, affected persons must immediately be placed in airborne infection isolation and the appropriate public health agencies notified. This modified 3I Tool will assist emergency and primary care clinicians, as well as out-of-hospital providers, in effectively managing persons with suspected or confirmed 2019-nCoV."
168,When did the prospective interventional case series study was performed and 30 confirmed novel coronavirus pneumonia (NCP) patients were selected?,"from January 26, 2020 to February 9, 2020",343,FALSE,"OBJECTIVE: This study aimed to assess the presence of novel coronavirus in tears and conjunctival secretions of SARS-CoV-2 infected patients. METHODS: A prospective interventional case series study was performed, and 30 confirmed novel coronavirus pneumonia (NCP) patients were selected at the First Affiliated Hospital of Zhejiang University from January 26, 2020 to February 9, 2020. At an interval of 2-3 days, tear and conjunctival secretions were collected twice with disposable sampling swabs for reverse transcription polymerase chain reaction (RT-PCR) assay. RESULTS: 21 common type and 9 severe type NCP patients were enrolled. Two samples of tear and conjunctival secretions were obtained from the only one patient with conjunctivitis yielded positive RT-PCR results. 58 samples from other patents were all negative. CONCLUSION: We speculate that SARS-CoV-2 may be detected in the tears and conjunctival secretions in NCP patients with conjunctivitis. This article is protected by copyright. All rights reserved."
